1748551860000,nbc,1,14,9
1748551980000,fox,1,14,9
1748552040000,pbs,1,14,8
1748552160000,abc,1,14,7
1748552220000,cbs,1,14,6
1748552340000,nbc,1,14,8
1748552520000,pbs,1,14,8
1748552640000,abc,1,14,8
1748552700000,cbs,1,14,8
1748552820000,nbc,1,14,9
1748553000000,pbs,1,14,8
1748553120000,abc,1,14,8
1748553180000,cbs,1,14,6
1748553300000,nbc,1,14,8
1748553480000,pbs,1,14,7
1748553600000,abc,1,14,7
1748553660000,cbs,1,14,9
1748553780000,nbc,1,14,10
1748553960000,pbs,1,14,10
1748554080000,abc,1,14,10
1748554140000,cbs,1,14,10
1748554260000,nbc,1,14,10
1748554320000,cbs,1,14,9
1748554440000,pbs,1,14,9
1748554620000,cbs,1,14,9
1748554740000,nbc,1,14,10
1748554800000,cbs,1,14,10
1748554920000,pbs,1,14,10
1748555100000,cbs,1,14,9
1748555220000,nbc,1,14,9
1748555280000,fox,1,14,9
1748555400000,pbs,1,14,9
1748555580000,cbs,1,14,9
1748555700000,nbc,1,14,8
1748555760000,fox,1,14,10
1748555880000,pbs,1,14,10
1748556060000,cbs,1,14,10
1748556180000,nbc,1,14,10
1748556240000,fox,1,14,10
1748556360000,pbs,1,14,10
1748556420000,cbs,1,14,8
1748556540000,cbs,1,14,10
1748556660000,nbc,1,14,2
1748556720000,fox,1,14,8
1748556840000,pbs,1,14,10
1748556900000,cbs,1,14,9
1748557020000,cbs,1,14,10
1748557140000,nbc,1,14,1
1748557200000,fox,1,14,9
1748557320000,pbs,1,14,10
1748557380000,abc,1,14,7
1748557500000,cbs,1,14,9
1748557620000,nbc,1,14,1
1748557680000,fox,1,14,8
1748557800000,pbs,1,14,10
1748557860000,abc,1,14,10
1748557980000,cbs,1,14,9
1748558160000,fox,1,14,10
1748558280000,pbs,1,14,10
1748558340000,abc,1,14,9
1748558340000,cbs,1,14,1
1748558460000,cbs,1,14,10
1748558520000,cbs,1,14,10
1748558640000,fox,1,14,9
1748558760000,pbs,1,14,5
1748558820000,abc,1,14,7
1748558820000,cbs,1,14,1
1748558940000,cbs,1,14,10
1748559000000,cbs,1,14,9
1748559120000,fox,1,14,8
1748559240000,pbs,1,14,2
1748559300000,abc,1,14,9
1748559420000,cbs,1,14,9
1748559480000,nbc,1,14,9
1748559600000,fox,1,14,10
1748559720000,pbs,1,14,1
1748559780000,abc,1,14,10
1748559900000,cbs,1,14,7
1748559960000,cbs,1,14,1
1748559960000,nbc,1,14,9
1748560080000,fox,1,14,10
1748560260000,abc,1,14,8
1748560380000,cbs,1,14,10
1748560440000,nbc,1,14,8
1748560560000,fox,1,14,8
1748560620000,cbs,1,14,10
1748560740000,abc,1,14,8
1748560860000,cbs,1,14,7
1748560920000,cbs,1,14,2
1748560920000,nbc,1,14,8
1748561040000,fox,1,14,9
1748561100000,cbs,1,14,8
1748561160000,pbs,1,14,1
1748561220000,abc,1,14,9
1748561340000,cbs,1,14,2
1748561400000,cbs,1,14,1
1748561400000,nbc,1,14,9
1748561520000,fox,1,14,10
1748561580000,cbs,1,14,1
1748561580000,pbs,1,14,8
1748561640000,pbs,1,14,1
1748561700000,abc,1,14,9
1748561880000,nbc,1,14,10
1748562000000,fox,1,14,9
1748562060000,pbs,1,14,10
1748562180000,abc,1,14,10
1748562360000,nbc,1,14,10
1748562480000,fox,1,14,9
1748562540000,pbs,1,14,10
1748562660000,abc,1,14,9
1748562720000,cbs,1,14,7
1748562840000,nbc,1,14,10
1748562960000,fox,1,14,8
1748563020000,cbs,1,14,1
1748563020000,pbs,1,14,8
1748563140000,abc,1,14,9
1748563200000,cbs,1,14,9
1748563320000,nbc,1,14,10
1748563440000,fox,1,14,2
1748563500000,pbs,1,14,10
1748563620000,abc,1,14,10
1748563680000,cbs,1,14,8
1748563740000,cbs,1,14,1
1748563800000,nbc,1,14,10
1748563920000,fox,1,14,1
1748563980000,pbs,1,14,10
1748564100000,abc,1,14,9
1748564160000,cbs,1,14,10
1748564280000,nbc,1,14,9
1748564400000,fox,1,14,2
1748564460000,pbs,1,14,9
1748564580000,abc,1,14,10
1748564640000,cbs,1,14,9
1748564760000,nbc,1,14,10
1748564820000,cbs,1,14,7
1748564940000,pbs,1,14,6
1748565060000,abc,1,14,10
1748565120000,cbs,1,14,9
1748565240000,nbc,1,14,9
1748565300000,cbs,1,14,7
1748565420000,pbs,1,14,10
1748565540000,abc,1,14,2
1748565600000,cbs,1,14,10
1748565720000,nbc,1,14,10
1748565780000,cbs,1,14,3
1748565780000,fox,1,14,5
1748565900000,pbs,1,14,10
1748566020000,abc,1,14,3
1748566080000,cbs,1,14,10
1748566200000,nbc,1,14,10
1748566260000,cbs,1,14,1
1748566260000,fox,1,14,7
1748566380000,pbs,1,14,9
1748566560000,cbs,1,14,9
1748566680000,nbc,1,14,7
1748566740000,cbs,1,14,2
1748566740000,fox,1,14,7
1748566860000,pbs,1,14,10
1748566920000,cbs,1,14,5
1748566920000,pbs,1,14,2
1748567040000,cbs,1,14,10
1748567160000,nbc,1,14,10
1748567220000,fox,1,14,10
1748567340000,pbs,1,14,10
1748567400000,cbs,1,14,9
1748567520000,cbs,1,14,10
1748567640000,nbc,1,14,2
1748567700000,fox,1,14,9
1748567820000,pbs,1,14,10
1748567880000,abc,1,14,6
1748567880000,cbs,1,14,2
1748568000000,cbs,1,14,10
1748568120000,nbc,1,14,1
1748568180000,fox,1,14,10
1748568300000,pbs,1,14,10
1748568360000,abc,1,14,8
1748568360000,cbs,1,14,1
1748568420000,abc,1,14,1
1748568480000,cbs,1,14,10
1748568600000,nbc,1,14,1
1748568660000,fox,1,14,10
1748568780000,pbs,1,14,9
1748568840000,abc,1,14,10
1748568960000,cbs,1,14,9
1748569020000,cbs,1,14,5
1748569140000,fox,1,14,9
1748569260000,pbs,1,14,9
1748569320000,abc,1,14,9
1748569440000,cbs,1,14,10
1748569500000,cbs,1,14,11
1748569620000,fox,1,14,10
1748569740000,pbs,1,14,3
1748569800000,abc,1,14,9
1748569800000,cbs,1,14,1
1748569920000,cbs,1,14,10
1748569980000,nbc,1,14,9
1748570100000,fox,1,14,10
1748570280000,abc,1,14,9
1748570400000,cbs,1,14,10
1748570460000,cbs,1,14,3
1748570460000,nbc,1,14,7
1748570580000,fox,1,14,9
1748570760000,abc,1,14,9
1748570880000,cbs,1,14,9
